in s,C1 in V
-5.90688E-05,-2.44141E-05
-5.90676E-05,-2.44141E-05
-5.90664E-05,-9.27734E-05
-5.90652E-05,-2.09961E-04
-5.90640E-05,-4.39453E-05
-5.90628E-05,-2.19727E-04
-5.90616E-05,-1.70898E-04
-5.90604E-05,-3.41797E-05
-5.90592E-05,-3.41797E-05
-5.90580E-05,-1.51367E-04
-5.90568E-05,-7.32422E-05
-5.90556E-05,-2.29492E-04
-5.90544E-05,-2.39258E-04
-5.90532E-05,-1.80664E-04
-5.90520E-05,-2.39258E-04
-5.90508E-05,-3.41797E-05
-5.90496E-05,-1.70898E-04
-5.90484E-05,-1.41602E-04
-5.90472E-05,-1.02539E-04
-5.90460E-05,-4.39453E-05
-5.90448E-05,-1.61133E-04
-5.90436E-05,-1.70898E-04
-5.90424E-05,-3.41797E-05
-5.90412E-05,-7.32422E-05
-5.90400E-05,-6.34766E-05
-5.90388E-05,-1.12305E-04
-5.90376E-05,-2.00195E-04
-5.90364E-05,4.88281E-06
-5.90352E-05,-3.46680E-04
-5.90340E-05,-1.90430E-04
-5.90328E-05,-1.12305E-04
-5.90316E-05,-1.80664E-04
-5.90304E-05,-1.51367E-04
-5.90292E-05,-1.70898E-04
-5.90280E-05,-1.41602E-04
-5.90268E-05,-1.61133E-04
-5.90256E-05,-8.30078E-05
-5.90244E-05,-2.78320E-04
-5.90232E-05,-8.30078E-05
-5.90220E-05,-3.41797E-05
-5.90208E-05,-1.31836E-04
-5.90196E-05,-1.61133E-04
-5.90184E-05,-1.90430E-04
-5.90172E-05,-5.37109E-05
-5.90160E-05,-1.41602E-04
-5.90148E-05,-1.51367E-04
-5.90136E-05,-6.34766E-05
-5.90124E-05,-1.90430E-04
-5.90112E-05,-2.39258E-04
-5.90100E-05,1.46484E-05
-5.90088E-05,-2.39258E-04
-5.90076E-05,-1.51367E-04
-5.90064E-05,-2.00195E-04
-5.90052E-05,-1.70898E-04
-5.90040E-05,-1.70898E-04
-5.90028E-05,-2.49023E-04
-5.90016E-05,-1.80664E-04
-5.90004E-05,-1.02539E-04
-5.89992E-05,-1.31836E-04
-5.89980E-05,-2.00195E-04
-5.89968E-05,-1.70898E-04
-5.89956E-05,-1.12305E-04
-5.89944E-05,-2.68555E-04
-5.89932E-05,-7.32422E-05
-5.89920E-05,-5.37109E-05
-5.89908E-05,-2.49023E-04
-5.89896E-05,-3.41797E-05
-5.89884E-05,-1.70898E-04
-5.89872E-05,-1.02539E-04
-5.89860E-05,-1.02539E-04
-5.89848E-05,-1.12305E-04
-5.89836E-05,-1.90430E-04
-5.89824E-05,-1.12305E-04
-5.89812E-05,-2.00195E-04
-5.89800E-05,-9.27734E-05
-5.89788E-05,-1.70898E-04
-5.89776E-05,-1.51367E-04
-5.89764E-05,-2.29492E-04
-5.89752E-05,-1.70898E-04
-5.89740E-05,-8.30078E-05
-5.89728E-05,-1.70898E-04
-5.89716E-05,3.41797E-05
-5.89704E-05,-1.22070E-04
-5.89692E-05,1.46484E-05
-5.89680E-05,-2.49023E-04
-5.89668E-05,-1.31836E-04
-5.89656E-05,-2.39258E-04
-5.89644E-05,-9.27734E-05
-5.89632E-05,-2.29492E-04
-5.89620E-05,-1.41602E-04
-5.89608E-05,-1.70898E-04
-5.89596E-05,-2.00195E-04
-5.89584E-05,-1.22070E-04
-5.89572E-05,-1.80664E-04
-5.89560E-05,-6.34766E-05
-5.89548E-05,-1.02539E-04
-5.89536E-05,-1.12305E-04
-5.89524E-05,-2.97852E-04
-5.89512E-05,-6.34766E-05
-5.89500E-05,-1.22070E-04
-5.89488E-05,-4.39453E-05
-5.89476E-05,-1.80664E-04
-5.89464E-05,-1.90430E-04
-5.89452E-05,-1.80664E-04
-5.89440E-05,-5.37109E-05
-5.89428E-05,-2.49023E-04
-5.89416E-05,-1.80664E-04
-5.89404E-05,-1.41602E-04
-5.89392E-05,-1.02539E-04
-5.89380E-05,-1.12305E-04
-5.89368E-05,-1.41602E-04
-5.89356E-05,-1.70898E-04
-5.89344E-05,-2.00195E-04
-5.89332E-05,-7.32422E-05
-5.89320E-05,-1.51367E-04
-5.89308E-05,-1.61133E-04
-5.89296E-05,-1.02539E-04
-5.89284E-05,-1.41602E-04
-5.89272E-05,-1.80664E-04
-5.89260E-05,-2.44141E-05
-5.89248E-05,-1.02539E-04
-5.89236E-05,-1.22070E-04
-5.89224E-05,-2.19727E-04
-5.89212E-05,-1.51367E-04
-5.89200E-05,-8.30078E-05
-5.89188E-05,-1.70898E-04
-5.89176E-05,-1.41602E-04
-5.89164E-05,-6.34766E-05
-5.89152E-05,-1.22070E-04
-5.89140E-05,-2.39258E-04
-5.89128E-05,-1.31836E-04
-5.89116E-05,-1.61133E-04
-5.89104E-05,-1.90430E-04
-5.89092E-05,-9.27734E-05
-5.89080E-05,-1.61133E-04
-5.89068E-05,-2.49023E-04
-5.89056E-05,-1.31836E-04
-5.89044E-05,-1.51367E-04
-5.89032E-05,-7.32422E-05
-5.89020E-05,-2.29492E-04
-5.89008E-05,-8.30078E-05
-5.88996E-05,-1.02539E-04
-5.88984E-05,-7.32422E-05
-5.88972E-05,-2.09961E-04
-5.88960E-05,-2.44141E-05
-5.88948E-05,-2.39258E-04
-5.88936E-05,-8.30078E-05
-5.88924E-05,-1.12305E-04
-5.88912E-05,-2.19727E-04
-5.88900E-05,-1.12305E-04
-5.88888E-05,-2.29492E-04
-5.88876E-05,-1.41602E-04
-5.88864E-05,-1.31836E-04
-5.88852E-05,-1.31836E-04
-5.88840E-05,-1.61133E-04
-5.88828E-05,-2.09961E-04
-5.88816E-05,-2.44141E-05
-5.88804E-05,-1.41602E-04
-5.88792E-05,-1.70898E-04
-5.88780E-05,-5.37109E-05
-5.88768E-05,-1.22070E-04
-5.88756E-05,-6.34766E-05
-5.88744E-05,-2.39258E-04
-5.88732E-05,-1.90430E-04
-5.88720E-05,-2.44141E-05
-5.88708E-05,-4.39453E-05
-5.88696E-05,1.46484E-05
-5.88684E-05,-1.61133E-04
-5.88672E-05,-1.02539E-04
-5.88660E-05,-1.61133E-04
-5.88648E-05,-1.61133E-04
-5.88636E-05,-1.51367E-04
-5.88624E-05,-1.80664E-04
-5.88612E-05,-2.49023E-04
-5.88600E-05,-1.51367E-04
-5.88588E-05,-1.61133E-04
-5.88576E-05,-4.88281E-06
-5.88564E-05,-7.32422E-05
-5.88552E-05,-2.44141E-05
-5.88540E-05,-1.12305E-04
-5.88528E-05,-3.07617E-04
-5.88516E-05,-1.02539E-04
-5.88504E-05,-1.80664E-04
-5.88492E-05,-4.88281E-06
-5.88480E-05,-1.31836E-04
-5.88468E-05,-1.12305E-04
-5.88456E-05,2.44141E-05
-5.88444E-05,-6.34766E-05
-5.88432E-05,-2.19727E-04
-5.88420E-05,-1.61133E-04
-5.88408E-05,-1.31836E-04
-5.88396E-05,-3.41797E-05
-5.88384E-05,-1.70898E-04
-5.88372E-05,-1.41602E-04
-5.88360E-05,-4.88281E-06
-5.88348E-05,-2.00195E-04
-5.88336E-05,-1.61133E-04
-5.88324E-05,-2.00195E-04
-5.88312E-05,-1.61133E-04
-5.88300E-05,-1.22070E-04
-5.88288E-05,-1.41602E-04
-5.88276E-05,-3.41797E-05
-5.88264E-05,-2.29492E-04
-5.88252E-05,-7.32422E-05
-5.88240E-05,-1.22070E-04
-5.88228E-05,-9.27734E-05
-5.88216E-05,-1.51367E-04
-5.88204E-05,-5.37109E-05
-5.88192E-05,-1.90430E-04
-5.88180E-05,-1.80664E-04
-5.88168E-05,-1.61133E-04
-5.88156E-05,-1.90430E-04
-5.88144E-05,-7.32422E-05
-5.88132E-05,-2.49023E-04
-5.88120E-05,-2.44141E-05
-5.88108E-05,-1.61133E-04
-5.88096E-05,-1.51367E-04
-5.88084E-05,-6.34766E-05
-5.88072E-05,-1.61133E-04
-5.88060E-05,-6.34766E-05
-5.88048E-05,-2.29492E-04
-5.88036E-05,-1.41602E-04
-5.88024E-05,-3.41797E-05
-5.88012E-05,-1.02539E-04
-5.88000E-05,-7.32422E-05
-5.87988E-05,-2.78320E-04
-5.87976E-05,-1.02539E-04
-5.87964E-05,-8.30078E-05
-5.87952E-05,-8.30078E-05
-5.87940E-05,-9.27734E-05
-5.87928E-05,-1.80664E-04
-5.87916E-05,3.41797E-05
-5.87904E-05,-2.00195E-04
-5.87892E-05,-1.80664E-04
-5.87880E-05,-1.61133E-04
-5.87868E-05,-1.41602E-04
-5.87856E-05,-6.34766E-05
-5.87844E-05,-1.12305E-04
-5.87832E-05,-1.90430E-04
-5.87820E-05,-1.41602E-04
-5.87808E-05,-3.41797E-05
-5.87796E-05,-1.51367E-04
-5.87784E-05,-1.90430E-04
-5.87772E-05,-1.02539E-04
-5.87760E-05,-2.19727E-04
-5.87748E-05,-1.41602E-04
-5.87736E-05,-1.61133E-04
-5.87724E-05,2.44141E-05
-5.87712E-05,-1.31836E-04
-5.87700E-05,-1.80664E-04
-5.87688E-05,-3.41797E-05
-5.87676E-05,-4.88281E-06
-5.87664E-05,-1.70898E-04
-5.87652E-05,-1.90430E-04
-5.87640E-05,-1.02539E-04
-5.87628E-05,-2.58789E-04
-5.87616E-05,-7.32422E-05
-5.87604E-05,-2.68555E-04
-5.87592E-05,-1.12305E-04
-5.87580E-05,-1.46484E-05
-5.87568E-05,-2.49023E-04
-5.87556E-05,-4.88281E-06
-5.87544E-05,-6.34766E-05
-5.87532E-05,-3.41797E-05
-5.87520E-05,-3.41797E-05
-5.87508E-05,-1.12305E-04
-5.87496E-05,-2.49023E-04
-5.87484E-05,-7.32422E-05
-5.87472E-05,-1.22070E-04
-5.87460E-05,-3.41797E-05
-5.87448E-05,-1.70898E-04
-5.87436E-05,-2.49023E-04
-5.87424E-05,-1.02539E-04
-5.87412E-05,-1.41602E-04
-5.87400E-05,-4.39453E-05
-5.87388E-05,-2.19727E-04
-5.87376E-05,-7.32422E-05
-5.87364E-05,-9.27734E-05
-5.87352E-05,-1.41602E-04
-5.87340E-05,-2.00195E-04
-5.87328E-05,-1.12305E-04
-5.87316E-05,-1.41602E-04
-5.87304E-05,-1.22070E-04
-5.87292E-05,-1.61133E-04
-5.87280E-05,-1.46484E-05
-5.87268E-05,-1.22070E-04
-5.87256E-05,-1.22070E-04
-5.87244E-05,-1.31836E-04
-5.87232E-05,-1.12305E-04
-5.87220E-05,-1.41602E-04
-5.87208E-05,-7.32422E-05
-5.87196E-05,-5.37109E-05
-5.87184E-05,-3.41797E-05
-5.87172E-05,-2.09961E-04
-5.87160E-05,-7.32422E-05
-5.87148E-05,-3.41797E-05
-5.87136E-05,-1.02539E-04
-5.87124E-05,-5.37109E-05
-5.87112E-05,-7.32422E-05
-5.87100E-05,-1.41602E-04
-5.87088E-05,-2.44141E-05
-5.87076E-05,-2.44141E-05
-5.87064E-05,-2.19727E-04
-5.87052E-05,-1.80664E-04
-5.87040E-05,-1.12305E-04
-5.87028E-05,-1.02539E-04
-5.87016E-05,-8.30078E-05
-5.87004E-05,-2.88086E-04
-5.86992E-05,-1.22070E-04
-5.86980E-05,-4.39453E-05
-5.86968E-05,-2.68555E-04
-5.86956E-05,-1.80664E-04
-5.86944E-05,-1.02539E-04
-5.86932E-05,-1.70898E-04
-5.86920E-05,-1.31836E-04
-5.86908E-05,-2.68555E-04
-5.86896E-05,-6.34766E-05
-5.86884E-05,-1.41602E-04
-5.86872E-05,-5.37109E-05
-5.86860E-05,4.39453E-05
-5.86848E-05,-2.00195E-04
-5.86836E-05,-4.39453E-05
-5.86824E-05,-1.70898E-04
-5.86812E-05,-2.09961E-04
-5.86800E-05,-4.39453E-05
-5.86788E-05,-1.46484E-05
-5.86776E-05,-1.41602E-04
-5.86764E-05,-8.30078E-05
-5.86752E-05,-4.88281E-06
-5.86740E-05,-1.02539E-04
-5.86728E-05,-7.32422E-05
-5.86716E-05,-2.29492E-04
-5.86704E-05,-1.31836E-04
-5.86692E-05,-2.00195E-04
-5.86680E-05,6.34766E-05
-5.86668E-05,-1.70898E-04
-5.86656E-05,2.44141E-05
-5.86644E-05,-4.88281E-06
-5.86632E-05,-1.51367E-04
-5.86620E-05,-7.32422E-05
-5.86608E-05,-3.41797E-05
-5.86596E-05,-6.34766E-05
-5.86584E-05,-2.68555E-04
-5.86572E-05,-6.34766E-05
-5.86560E-05,-3.56445E-04
-5.86548E-05,-4.88281E-06
-5.86536E-05,-2.09961E-04
-5.86524E-05,-1.31836E-04
-5.86512E-05,-1.70898E-04
-5.86500E-05,-1.90430E-04
-5.86488E-05,-2.19727E-04
-5.86476E-05,-7.32422E-05
-5.86464E-05,-1.80664E-04
-5.86452E-05,-1.46484E-05
-5.86440E-05,-5.37109E-05
-5.86428E-05,-1.02539E-04
-5.86416E-05,-1.51367E-04
-5.86404E-05,-4.39453E-05
-5.86392E-05,-2.39258E-04
-5.86380E-05,-1.80664E-04
-5.86368E-05,-3.17383E-04
-5.86356E-05,-4.88281E-06
-5.86344E-05,-2.68555E-04
-5.86332E-05,-2.58789E-04
-5.86320E-05,-1.51367E-04
-5.86308E-05,-1.12305E-04
-5.86296E-05,-2.19727E-04
-5.86284E-05,-1.31836E-04
-5.86272E-05,-5.37109E-05
-5.86260E-05,-5.37109E-05
-5.86248E-05,-4.39453E-05
-5.86236E-05,4.88281E-06
-5.86224E-05,-7.32422E-05
-5.86212E-05,-1.51367E-04
-5.86200E-05,-8.30078E-05
-5.86188E-05,-7.32422E-05
-5.86176E-05,-1.31836E-04
-5.86164E-05,-1.80664E-04
-5.86152E-05,-8.30078E-05
-5.86140E-05,-2.29492E-04
-5.86128E-05,1.46484E-05
-5.86116E-05,-1.41602E-04
-5.86104E-05,-1.61133E-04
-5.86092E-05,-1.61133E-04
-5.86080E-05,-8.30078E-05
-5.86068E-05,-1.02539E-04
-5.86056E-05,-8.30078E-05
-5.86044E-05,-3.41797E-05
-5.86032E-05,-1.70898E-04
-5.86020E-05,-8.30078E-05
-5.86008E-05,-1.22070E-04
-5.85996E-05,-2.29492E-04
-5.85984E-05,-8.30078E-05
-5.85972E-05,-1.02539E-04
-5.85960E-05,-1.80664E-04
-5.85948E-05,-5.37109E-05
-5.85936E-05,-3.41797E-05
-5.85924E-05,-9.27734E-05
-5.85912E-05,-1.41602E-04
-5.85900E-05,-1.41602E-04
-5.85888E-05,-2.19727E-04
-5.85876E-05,-6.34766E-05
-5.85864E-05,-2.39258E-04
-5.85852E-05,4.39453E-05
-5.85840E-05,-2.49023E-04
-5.85828E-05,-1.90430E-04
-5.85816E-05,-1.90430E-04
-5.85804E-05,-1.51367E-04
-5.85792E-05,-1.70898E-04
-5.85780E-05,-1.80664E-04
-5.85768E-05,-7.32422E-05
-5.85756E-05,-1.12305E-04
-5.85744E-05,-1.02539E-04
-5.85732E-05,-4.39453E-05
-5.85720E-05,-1.61133E-04
-5.85708E-05,-1.22070E-04
-5.85696E-05,-1.46484E-05
-5.85684E-05,-7.32422E-05
-5.85672E-05,-1.31836E-04
-5.85660E-05,-2.19727E-04
-5.85648E-05,-7.32422E-05
-5.85636E-05,-9.27734E-05
-5.85624E-05,-7.32422E-05
-5.85612E-05,-1.02539E-04
-5.85600E-05,-9.27734E-05
-5.85588E-05,-1.02539E-04
-5.85576E-05,-1.61133E-04
-5.85564E-05,-3.41797E-05
-5.85552E-05,-2.39258E-04
-5.85540E-05,-3.41797E-05
-5.85528E-05,-1.31836E-04
-5.85516E-05,-1.41602E-04
-5.85504E-05,-1.51367E-04
-5.85492E-05,-2.00195E-04
-5.85480E-05,-1.22070E-04
-5.85468E-05,-2.39258E-04
-5.85456E-05,-2.29492E-04
-5.85444E-05,-7.32422E-05
-5.85432E-05,-9.27734E-05
-5.85420E-05,-2.19727E-04
-5.85408E-05,-1.12305E-04
-5.85396E-05,-1.22070E-04
-5.85384E-05,-3.41797E-05
-5.85372E-05,-8.30078E-05
-5.85360E-05,-2.97852E-04
-5.85348E-05,-2.00195E-04
-5.85336E-05,-2.39258E-04
-5.85324E-05,-2.58789E-04
-5.85312E-05,-8.30078E-05
-5.85300E-05,-1.02539E-04
-5.85288E-05,-1.51367E-04
-5.85276E-05,-1.80664E-04
-5.85264E-05,-4.39453E-05
-5.85252E-05,-9.27734E-05
-5.85240E-05,-1.12305E-04
-5.85228E-05,-1.02539E-04
-5.85216E-05,-2.09961E-04
-5.85204E-05,1.46484E-05
-5.85192E-05,-1.61133E-04
-5.85180E-05,-1.22070E-04
-5.85168E-05,-2.29492E-04
-5.85156E-05,-8.30078E-05
-5.85144E-05,-1.61133E-04
-5.85132E-05,-1.70898E-04
-5.85120E-05,-1.22070E-04
-5.85108E-05,-9.27734E-05
-5.85096E-05,-9.27734E-05
-5.85084E-05,-1.46484E-05
-5.85072E-05,-1.41602E-04
-5.85060E-05,-1.61133E-04
-5.85048E-05,-1.02539E-04
-5.85036E-05,-1.31836E-04
-5.85024E-05,-6.34766E-05
-5.85012E-05,-1.80664E-04
-5.85000E-05,-1.41602E-04
-5.84988E-05,-7.32422E-05
-5.84976E-05,-1.61133E-04
-5.84964E-05,-2.58789E-04
-5.84952E-05,-6.34766E-05
-5.84940E-05,-1.61133E-04
-5.84928E-05,-1.41602E-04
-5.84916E-05,-2.00195E-04
-5.84904E-05,-1.46484E-05
-5.84892E-05,-2.97852E-04
-5.84880E-05,-1.41602E-04
-5.84868E-05,-2.68555E-04
-5.84856E-05,-7.32422E-05
-5.84844E-05,-4.39453E-05
-5.84832E-05,-2.19727E-04
-5.84820E-05,-2.00195E-04
-5.84808E-05,-1.51367E-04
-5.84796E-05,-2.39258E-04
-5.84784E-05,-2.29492E-04
-5.84772E-05,-2.19727E-04
-5.84760E-05,-2.88086E-04
-5.84748E-05,-2.19727E-04
-5.84736E-05,-3.07617E-04
-5.84724E-05,-1.51367E-04
-5.84712E-05,-2.49023E-04
-5.84700E-05,-9.27734E-05
-5.84688E-05,-2.78320E-04
-5.84676E-05,-1.02539E-04
-5.84664E-05,-2.68555E-04
-5.84652E-05,-2.29492E-04
-5.84640E-05,-2.19727E-04
-5.84628E-05,-1.31836E-04
-5.84616E-05,-1.61133E-04
-5.84604E-05,-2.88086E-04
-5.84592E-05,-3.46680E-04
-5.84580E-05,-1.80664E-04
-5.84568E-05,-2.00195E-04
-5.84556E-05,-4.15039E-04
-5.84544E-05,-1.41602E-04
-5.84532E-05,-1.70898E-04
-5.84520E-05,-1.41602E-04
-5.84508E-05,-1.80664E-04
-5.84496E-05,-2.44141E-05
-5.84484E-05,-1.02539E-04
-5.84472E-05,-1.12305E-04
-5.84460E-05,-2.00195E-04
-5.84448E-05,-2.29492E-04
-5.84436E-05,-7.32422E-05
-5.84424E-05,-1.61133E-04
-5.84412E-05,-2.88086E-04
-5.84400E-05,-2.78320E-04
-5.84388E-05,-2.49023E-04
-5.84376E-05,-1.80664E-04
-5.84364E-05,-1.41602E-04
-5.84352E-05,-6.34766E-05
-5.84340E-05,-2.68555E-04
-5.84328E-05,-1.51367E-04
-5.84316E-05,-2.29492E-04
-5.84304E-05,-1.80664E-04
-5.84292E-05,-2.78320E-04
-5.84280E-05,-5.37109E-05
-5.84268E-05,-1.70898E-04
-5.84256E-05,-2.29492E-04
-5.84244E-05,-2.88086E-04
-5.84232E-05,-1.22070E-04
-5.84220E-05,-1.02539E-04
-5.84208E-05,-1.80664E-04
-5.84196E-05,-2.09961E-04
-5.84184E-05,-3.66211E-04
-5.84172E-05,-2.00195E-04
-5.84160E-05,-3.27148E-04
-5.84148E-05,-6.34766E-05
-5.84136E-05,-2.78320E-04
-5.84124E-05,-1.22070E-04
-5.84112E-05,-4.24805E-04
-5.84100E-05,-2.68555E-04
-5.84088E-05,-2.88086E-04
-5.84076E-05,-2.88086E-04
-5.84064E-05,-2.68555E-04
-5.84052E-05,-3.75977E-04
-5.84040E-05,-2.29492E-04
-5.84028E-05,-1.90430E-04
-5.84016E-05,-2.29492E-04
-5.84004E-05,-3.95508E-04
-5.83992E-05,-1.70898E-04
-5.83980E-05,-1.70898E-04
-5.83968E-05,-7.32422E-05
-5.83956E-05,-2.00195E-04
-5.83944E-05,-2.09961E-04
-5.83932E-05,-2.88086E-04
-5.83920E-05,-8.30078E-05
-5.83908E-05,-2.39258E-04
-5.83896E-05,-2.88086E-04
-5.83884E-05,-1.80664E-04
-5.83872E-05,-2.78320E-04
-5.83860E-05,-2.97852E-04
-5.83848E-05,-1.70898E-04
-5.83836E-05,-2.29492E-04
-5.83824E-05,-2.68555E-04
-5.83812E-05,-2.68555E-04
-5.83800E-05,-2.39258E-04
-5.83788E-05,-1.41602E-04
-5.83776E-05,-2.29492E-04
-5.83764E-05,-8.30078E-05
-5.83752E-05,-2.88086E-04
-5.83740E-05,-1.90430E-04
-5.83728E-05,-2.19727E-04
-5.83716E-05,-2.09961E-04
-5.83704E-05,-1.12305E-04
-5.83692E-05,-2.68555E-04
-5.83680E-05,-2.19727E-04
-5.83668E-05,-2.78320E-04
-5.83656E-05,-1.41602E-04
-5.83644E-05,-2.58789E-04
-5.83632E-05,-2.19727E-04
-5.83620E-05,-1.31836E-04
-5.83608E-05,-3.27148E-04
-5.83596E-05,-2.49023E-04
-5.83584E-05,-2.49023E-04
-5.83572E-05,-2.49023E-04
-5.83560E-05,-2.49023E-04
-5.83548E-05,-2.58789E-04
-5.83536E-05,-2.88086E-04
-5.83524E-05,-1.70898E-04
-5.83512E-05,-3.36914E-04
-5.83500E-05,-2.19727E-04
-5.83488E-05,-2.19727E-04
-5.83476E-05,-1.90430E-04
-5.83464E-05,-2.19727E-04
-5.83452E-05,-2.29492E-04
-5.83440E-05,-1.31836E-04
-5.83428E-05,-2.19727E-04
-5.83416E-05,-3.27148E-04
-5.83404E-05,-2.58789E-04
-5.83392E-05,-2.49023E-04
-5.83380E-05,-9.27734E-05
-5.83368E-05,-2.09961E-04
-5.83356E-05,-2.00195E-04
-5.83344E-05,-1.70898E-04
-5.83332E-05,-2.19727E-04
-5.83320E-05,-2.00195E-04
-5.83308E-05,-3.27148E-04
-5.83296E-05,-2.49023E-04
-5.83284E-05,-1.31836E-04
-5.83272E-05,-1.90430E-04
-5.83260E-05,-2.78320E-04
-5.83248E-05,-3.07617E-04
-5.83236E-05,-1.80664E-04
-5.83224E-05,-2.58789E-04
-5.83212E-05,-1.80664E-04
-5.83200E-05,-2.49023E-04
-5.83188E-05,-2.58789E-04
-5.83176E-05,-2.88086E-04
-5.83164E-05,-1.41602E-04
-5.83152E-05,-3.27148E-04
-5.83140E-05,-1.70898E-04
-5.83128E-05,-1.31836E-04
-5.83116E-05,-2.00195E-04
-5.83104E-05,-2.09961E-04
-5.83092E-05,-1.61133E-04
-5.83080E-05,-3.75977E-04
-5.83068E-05,-2.97852E-04
-5.83056E-05,-2.78320E-04
-5.83044E-05,-2.19727E-04
-5.83032E-05,-3.46680E-04
-5.83020E-05,-2.58789E-04
-5.83008E-05,-1.80664E-04
-5.82996E-05,-1.31836E-04
-5.82984E-05,-1.51367E-04
-5.82972E-05,-2.00195E-04
-5.82960E-05,-1.51367E-04
-5.82948E-05,-1.31836E-04
-5.82936E-05,-2.19727E-04
-5.82924E-05,-1.41602E-04
-5.82912E-05,-2.97852E-04
-5.82900E-05,-1.41602E-04
-5.82888E-05,-2.78320E-04
-5.82876E-05,-2.29492E-04
-5.82864E-05,-2.78320E-04
-5.82852E-05,-2.88086E-04
-5.82840E-05,-1.02539E-04
-5.82828E-05,-3.17383E-04
-5.82816E-05,-1.51367E-04
-5.82804E-05,-2.00195E-04
-5.82792E-05,-2.78320E-04
-5.82780E-05,-1.70898E-04
-5.82768E-05,-3.36914E-04
-5.82756E-05,-2.00195E-04
-5.82744E-05,-2.39258E-04
-5.82732E-05,-2.19727E-04
-5.82720E-05,-1.70898E-04
-5.82708E-05,-2.39258E-04
-5.82696E-05,-2.58789E-04
-5.82684E-05,-1.12305E-04
-5.82672E-05,-2.49023E-04
-5.82660E-05,-3.27148E-04
-5.82648E-05,-2.97852E-04
-5.82636E-05,-3.17383E-04
-5.82624E-05,-1.61133E-04
-5.82612E-05,-2.00195E-04
-5.82600E-05,-1.80664E-04
-5.82588E-05,-1.90430E-04
-5.82576E-05,-1.12305E-04
-5.82564E-05,-2.49023E-04
-5.82552E-05,-2.19727E-04
-5.82540E-05,-2.88086E-04
-5.82528E-05,-2.88086E-04
-5.82516E-05,-2.78320E-04
-5.82504E-05,-2.78320E-04
-5.82492E-05,-2.39258E-04
-5.82480E-05,-4.34570E-04
-5.82468E-05,-2.19727E-04
-5.82456E-05,-3.95508E-04
-5.82444E-05,-1.70898E-04
-5.82432E-05,-2.68555E-04
-5.82420E-05,-1.12305E-04
-5.82408E-05,-1.61133E-04
-5.82396E-05,-2.29492E-04
-5.82384E-05,-1.41602E-04
-5.82372E-05,-2.88086E-04
-5.82360E-05,-1.61133E-04
-5.82348E-05,-3.07617E-04
-5.82336E-05,-2.00195E-04
-5.82324E-05,-3.46680E-04
-5.82312E-05,-4.24805E-04
-5.82300E-05,-2.09961E-04
-5.82288E-05,-1.61133E-04
-5.82276E-05,-2.09961E-04
-5.82264E-05,-1.90430E-04
-5.82252E-05,-1.70898E-04
-5.82240E-05,-7.32422E-05
-5.82228E-05,-2.97852E-04
-5.82216E-05,-2.29492E-04
-5.82204E-05,-8.30078E-05
-5.82192E-05,4.88281E-06
-5.82180E-05,-3.27148E-04
-5.82168E-05,-1.70898E-04
-5.82156E-05,-2.09961E-04
-5.82144E-05,-1.90430E-04
-5.82132E-05,-1.61133E-04
-5.82120E-05,-2.29492E-04
-5.82108E-05,-2.29492E-04
-5.82096E-05,-3.17383E-04
-5.82084E-05,-2.00195E-04
-5.82072E-05,-2.68555E-04
-5.82060E-05,-2.09961E-04
-5.82048E-05,-3.56445E-04
-5.82036E-05,-9.27734E-05
-5.82024E-05,-2.19727E-04
-5.82012E-05,-1.80664E-04
-5.82000E-05,-1.61133E-04
-5.81988E-05,-2.19727E-04
-5.81976E-05,-5.37109E-05
-5.81964E-05,-3.56445E-04
-5.81952E-05,-2.19727E-04
-5.81940E-05,-2.68555E-04
-5.81928E-05,-3.07617E-04
-5.81916E-05,-2.00195E-04
-5.81904E-05,-2.78320E-04
-5.81892E-05,-2.09961E-04
-5.81880E-05,-2.49023E-04
-5.81868E-05,-2.49023E-04
-5.81856E-05,-2.00195E-04
-5.81844E-05,-1.41602E-04
-5.81832E-05,-3.27148E-04
-5.81820E-05,-2.58789E-04
-5.81808E-05,-2.88086E-04
-5.81796E-05,-1.90430E-04
-5.81784E-05,-2.49023E-04
-5.81772E-05,-1.41602E-04
-5.81760E-05,-2.09961E-04
-5.81748E-05,-2.00195E-04
-5.81736E-05,-1.80664E-04
-5.81724E-05,-1.61133E-04
-5.81712E-05,-6.34766E-05
-5.81700E-05,-1.51367E-04
-5.81688E-05,-2.00195E-04
-5.81676E-05,-2.49023E-04
-5.81664E-05,-2.88086E-04
-5.81652E-05,-2.09961E-04
-5.81640E-05,-2.49023E-04
-5.81628E-05,-1.90430E-04
-5.81616E-05,-3.17383E-04
-5.81604E-05,-2.44141E-05
-5.81592E-05,-2.44141E-05
-5.81580E-05,-2.49023E-04
-5.81568E-05,-2.00195E-04
-5.81556E-05,-1.70898E-04
-5.81544E-05,-3.27148E-04
-5.81532E-05,-3.07617E-04
-5.81520E-05,-1.80664E-04
-5.81508E-05,-2.88086E-04
-5.81496E-05,-2.88086E-04
-5.81484E-05,-3.27148E-04
-5.81472E-05,-2.09961E-04
-5.81460E-05,-1.90430E-04
-5.81448E-05,-1.12305E-04
-5.81436E-05,-2.19727E-04
-5.81424E-05,-2.39258E-04
-5.81412E-05,-2.97852E-04
-5.81400E-05,-1.61133E-04
-5.81388E-05,-2.39258E-04
-5.81376E-05,-3.85742E-04
-5.81364E-05,-1.02539E-04
